"X","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality"
3209,7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,7
3210,7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,7
3211,6.9,0.19,0.35,13.5,0.038,49,118,0.99546,3,0.63,10.7,6
3212,6.9,0.19,0.35,13.5,0.038,49,118,0.99546,3,0.63,10.7,6
3213,7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,7
3214,7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,7
3215,7.2,0.17,0.28,17.55,0.05,33,154,0.99971,2.94,0.43,9,7
3216,6.5,0.43,0.18,13.15,0.032,25,131,0.99565,3.23,0.51,10.7,5
3217,6.6,0.17,0.36,1.9,0.036,38,110,0.99056,3.05,0.54,11.4,6
3218,6.9,0.19,0.35,13.5,0.038,49,118,0.99546,3,0.63,10.7,6
3219,6.8,0.16,0.36,1.3,0.034,32,98,0.99058,3.02,0.58,11.3,6
3220,6.4,0.41,0.01,6.1,0.048,20,70,0.99362,3.19,0.42,10,5
3221,6.1,0.17,0.21,1.9,0.09,44,130,0.99255,3.07,0.41,9.7,5
3222,5.5,0.28,0.21,1.6,0.032,23,85,0.99027,3.42,0.42,12.5,5
3223,7.1,0.44,0.27,8.4,0.057,60,160,0.99257,3.16,0.36,11.8,6
3224,6.9,0.38,0.28,8.3,0.062,22,166,0.99506,3.16,0.72,10.6,5
3225,7.1,0.44,0.27,8.4,0.057,60,160,0.99257,3.16,0.36,11.8,6
3226,6.2,0.24,0.28,12.2,0.049,54,133,0.9952,3.19,0.37,10.7,6
3227,6.1,0.28,0.27,8,0.048,41,162,0.99498,3.21,0.51,9.9,5
3228,7.6,0.26,0.32,1.3,0.048,23,76,0.9903,2.96,0.46,12,6
3229,6.5,0.36,0.16,1.3,0.054,11,107,0.99398,3.19,0.39,8.5,5
3230,5.7,0.25,0.26,12.5,0.049,52.5,120,0.99691,3.08,0.45,9.4,6
3231,7.4,0.37,0.26,9.6,0.05,33,134,0.99608,3.13,0.46,10.4,5
3232,5.7,0.25,0.21,1.5,0.044,21,108,0.99142,3.3,0.59,11,6
3233,5.7,0.25,0.26,12.5,0.049,52.5,106,0.99691,3.08,0.45,9.4,6
3234,5.9,0.23,0.28,8.6,0.046,37,142,0.99432,3.23,0.53,10.6,6
3235,6.2,0.3,0.32,1.2,0.052,32,185,0.99266,3.28,0.44,10.1,5
3236,6.5,0.33,0.24,14.5,0.048,20,96,0.99456,3.06,0.3,11.5,8
3237,7.4,0.26,0.29,3.7,0.048,14,73,0.9915,3.06,0.45,11.4,6
3238,7,0.2,0.4,1.1,0.058,30,93,0.99322,3.03,0.38,9.2,6
3239,6.5,0.21,0.42,1.1,0.059,33,101,0.9927,3.12,0.38,9.7,6
3240,7.3,0.25,0.27,3.8,0.047,16,79,0.99173,3.07,0.46,11.3,6
3241,6.8,0.27,0.24,4.6,0.098,36,127,0.99412,3.15,0.49,9.6,6
3242,6.7,0.24,0.3,10.2,0.07,44,179,0.99666,2.86,0.46,8.9,6
3243,6.4,0.14,0.28,7.9,0.057,21,82,0.99425,3.26,0.36,10,6
3244,6.4,0.5,0.2,2.4,0.059,19,112,0.99314,3.18,0.4,9.2,6
3245,6.6,0.41,0.27,10.7,0.11,20,103,0.99672,3.08,0.41,9,6
3246,6.4,0.25,0.28,4.9,0.03,29,98,0.99024,3.09,0.58,12.8,7
3247,6.6,0.41,0.27,10.7,0.11,20,103,0.99672,3.08,0.41,9,6
3248,8,0.25,0.35,1.1,0.054,13,136,0.99366,3.08,0.55,9.5,5
3249,6.4,0.14,0.28,7.9,0.057,21,82,0.99425,3.26,0.36,10,6
3250,6.6,0.21,0.34,5.6,0.046,30,140,0.99299,3.22,0.38,11,5
3251,6.4,0.5,0.2,2.4,0.059,19,112,0.99314,3.18,0.4,9.2,6
3252,6.3,0.29,0.23,14.2,0.037,24,99,0.99528,3.08,0.38,10.6,6
3253,6.9,0.37,0.23,9.5,0.057,54,166,0.99568,3.23,0.42,10,5
3254,6.9,0.45,0.27,4.7,0.035,17,80,0.99058,3.12,0.36,12.5,7
3255,5.3,0.23,0.56,0.9,0.041,46,141,0.99119,3.16,0.62,9.7,5
3256,6.7,0.28,0.42,3.5,0.035,43,105,0.99021,3.18,0.38,12.2,6
3257,5,0.255,0.22,2.7,0.043,46,153,0.99238,3.75,0.76,11.3,6
3258,7.6,0.4,0.27,1.2,0.053,23,193,0.99164,3.22,0.38,11.6,5
3259,5.5,0.21,0.25,1.2,0.04,18,75,0.99006,3.31,0.56,11.3,6
3260,7.5,0.21,0.29,1.5,0.046,35,107,0.99123,3.15,0.45,11.3,6
3261,6.2,0.35,0.2,18.1,0.069,33,158,0.99908,3.15,0.5,8.8,6
3262,6.2,0.35,0.2,18.1,0.069,33,158,0.99908,3.15,0.5,8.8,6
3263,6.5,0.43,0.31,3.6,0.046,19,143,0.99022,3.15,0.34,12,8
3264,6.5,0.4,0.31,3.5,0.046,22,147,0.99024,3.15,0.31,12,7
3265,7.4,0.28,0.5,12.1,0.049,48,122,0.9973,3.01,0.44,9,5
3266,6.3,0.23,0.22,17.45,0.054,42,151,0.99853,3.12,0.6,9.3,6
3267,6.2,0.34,0.25,12.1,0.059,33,171,0.99769,3.14,0.56,8.7,6
3268,6,0.13,0.36,1.6,0.052,23,72,0.98974,3.1,0.5,11.5,7
3269,6.3,0.17,0.23,5.7,0.048,44,147,0.99382,3.08,0.54,10,5
3270,6.3,0.18,0.22,5.6,0.047,45,147,0.99383,3.09,0.54,10,5
3271,6.7,0.31,0.34,6.8,0.059,51,215,0.99538,3.33,0.56,10.3,5
3272,6.6,0.33,0.32,15.6,0.054,62,227,0.99734,3.25,0.56,10.4,5
3273,6.3,0.34,0.31,6,0.02,18,68,0.98981,3.22,0.29,13.4,7
3274,6.8,0.29,0.32,1.8,0.032,18,130,0.99095,3.05,0.62,11.2,6
3275,7.4,0.31,0.26,8.6,0.048,47,206,0.9964,3.26,0.36,9.1,5
3276,5.7,0.25,0.27,11.5,0.04,24,120,0.99411,3.33,0.31,10.8,6
3277,6.8,0.27,0.28,7.8,0.038,26,89,0.9915,3.24,0.34,12.5,6
3278,5.9,0.26,0.24,2.4,0.046,27,132,0.99234,3.63,0.73,11.3,5
3279,5.9,0.65,0.23,5,0.035,20,128,0.99016,3.46,0.48,12.8,6
3280,7.4,0.31,0.26,8.6,0.048,47,206,0.9964,3.26,0.36,9.1,5
3281,6.6,0.23,0.32,1.5,0.041,8,72,0.98949,3.22,0.39,12.7,6
3282,6.8,0.28,0.29,11.9,0.052,51,149,0.99544,3.02,0.58,10.4,6
3283,6.8,0.28,0.29,11.9,0.052,51,149,0.99544,3.02,0.58,10.4,6
3284,5.9,0.27,0.27,9,0.051,43,136,0.9941,3.25,0.53,10.7,6
3285,6.1,0.25,0.28,10,0.055,56,131,0.994,3.22,0.35,10.9,6
3286,6.8,0.28,0.29,11.9,0.052,51,149,0.99544,3.02,0.58,10.4,6
3287,6.8,0.26,0.29,11.9,0.052,54,160,0.99546,3.03,0.58,10.4,6
3288,7.1,0.13,0.29,15.5,0.064,56,115.5,0.99737,3.16,0.41,9.7,7
3289,6.8,0.18,0.35,5.4,0.054,53,143,0.99287,3.1,0.54,11,7
3290,6.2,0.2,0.25,15,0.055,8,120,0.99767,3.19,0.53,9.6,6
3291,7.6,0.48,0.31,9.4,0.046,6,194,0.99714,3.07,0.61,9.4,5
3292,7.4,0.26,0.32,3.7,0.032,29,193,0.99134,3.1,0.67,12.5,6
3293,6.1,0.3,0.47,1.4,0.049,50,187,0.9927,3.19,0.45,9.5,5
3294,6.2,0.32,0.5,6.5,0.048,61,186,0.9948,3.19,0.45,9.6,5
3295,6.1,0.3,0.47,1.4,0.049,50,187,0.9927,3.19,0.45,9.5,5
3296,6.3,0.34,0.52,6.3,0.047,63,186,0.99481,3.18,0.44,9.6,5
3297,7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,7
3298,7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,7
3299,7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,7
3300,7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,7
3301,7.2,0.26,0.38,1.5,0.061,12,120,0.99192,3.18,0.46,10.4,5
3302,6.6,0.22,0.35,1.4,0.05,23,83,0.99019,3.17,0.48,12,7
3303,5.8,0.23,0.31,3.5,0.044,35,158,0.98998,3.19,0.37,12.1,7
3304,6.3,0.17,0.32,1,0.04,39,118,0.98886,3.31,0.4,13.1,8
3305,6,0.19,0.26,1.4,0.039,30,104,0.98998,3.32,0.41,12.4,6
3306,6.8,0.34,0.27,5.2,0.06,14,169,0.99252,3.27,0.57,11.6,6
3307,7.1,0.34,0.86,1.4,0.174,36,99,0.99288,2.92,0.5,9.3,5
3308,6.3,0.24,0.22,11.9,0.05,65,179,0.99659,3.06,0.58,9.3,6
3309,6.8,0.24,0.33,3.2,0.049,68,161,0.99324,3.1,0.69,10.2,6
3310,6.4,0.25,0.33,1.7,0.037,35,113,0.99164,3.23,0.66,10.6,6
3311,5.8,0.19,0.33,4.2,0.038,49,133,0.99107,3.16,0.42,11.3,7
3312,6.9,0.24,0.4,15.4,0.052,81,198,0.9986,3.2,0.69,9.4,5
3313,6.5,0.31,0.61,13,0.053,31,123,0.99708,3.09,0.5,9.3,6
3314,6.6,0.25,0.32,5.6,0.039,15,68,0.99163,2.96,0.52,11.1,6
3315,7.5,0.38,0.56,9.7,0.055,15,170,0.99605,3.13,0.65,9.9,6
3316,6.2,0.3,0.3,2.5,0.041,29,82,0.99065,3.31,0.61,11.8,7
3317,6.4,0.33,0.28,4,0.04,24,81,0.9903,3.26,0.64,12.6,7
3318,6.9,0.24,0.4,15.4,0.052,81,198,0.9986,3.2,0.69,9.4,5
3319,7.6,0.27,0.32,1.2,0.043,23,72,0.99236,3.06,0.68,10.5,5
3320,5.9,0.24,0.34,2,0.037,40,108,0.98948,3.19,0.5,12.3,6
3321,5.3,0.33,0.3,1.2,0.048,25,119,0.99045,3.32,0.62,11.3,6
3322,6.4,0.21,0.21,5.1,0.097,21,105,0.9939,3.07,0.46,9.6,5
3323,7.8,0.27,0.35,1.2,0.05,36,140,0.99138,3.09,0.45,11.2,5
3324,6.7,0.2,0.24,6.5,0.044,28,100,0.99348,3.12,0.33,10.2,6
3325,5.8,0.22,0.29,1.3,0.036,25,68,0.98865,3.24,0.35,12.6,6
3326,6.3,0.3,0.48,7.4,0.053,34,149,0.99472,3.18,0.53,9.8,5
3327,7.9,0.36,0.53,12.9,0.049,63,139,0.99792,2.94,0.45,9.1,5
3328,8.1,0.27,0.33,1.3,0.045,26,100,0.99066,2.98,0.44,12.4,6
3329,6.7,0.41,0.27,2.6,0.033,25,85,0.99086,3.05,0.34,11.7,6
3330,6.2,0.3,0.32,1.3,0.054,27,183,0.99266,3.3,0.43,10.1,5
3331,6.9,0.26,0.38,10.5,0.044,33,139,0.99517,3.06,0.5,10.3,6
3332,6.7,0.41,0.27,2.6,0.033,25,85,0.99086,3.05,0.34,11.7,6
3333,5.9,0.32,0.2,14.4,0.05,29,144,0.99666,3.24,0.41,10.3,6
3334,6.1,0.25,0.3,1.2,0.036,42,107,0.991,3.34,0.56,10.8,7
3335,5.6,0.23,0.29,3.1,0.023,19,89,0.99068,3.25,0.51,11.2,6
3336,6.6,0.23,0.32,1.7,0.024,26,102,0.99084,3.29,0.6,11.8,6
3337,6,0.17,0.21,6,0.05,26,134,0.9939,3.08,0.54,9.8,6
3338,7.1,0.38,0.42,11.8,0.041,32,193,0.99624,3.04,0.49,10,6
3339,6.6,0.31,0.37,6.2,0.052,13,164,0.99602,3.24,0.39,8.8,4
3340,6.5,0.38,0.53,1.4,0.142,5,69,0.9926,3.14,0.52,10.1,4
3341,7,0.44,0.24,12.1,0.056,68,210,0.99718,3.05,0.5,9.5,5
3342,7,0.44,0.24,12.1,0.056,68,210,0.99718,3.05,0.5,9.5,5
3343,7,0.44,0.24,12.1,0.056,68,210,0.99718,3.05,0.5,9.5,5
3344,6.1,0.38,0.14,3.9,0.06,27,113,0.99344,3.07,0.34,9.2,4
3345,8,0.33,0.32,4.6,0.041,31,180,0.99184,2.92,0.74,12.2,6
3346,7,0.44,0.24,12.1,0.056,68,210,0.99718,3.05,0.5,9.5,5
3347,6,0.19,0.29,1.2,0.046,29,92,0.99033,3.22,0.53,11.3,6
3348,6.3,0.28,0.34,8.1,0.038,44,129,0.99248,3.26,0.29,12.1,6
3349,6.1,0.38,0.14,3.9,0.06,27,113,0.99344,3.07,0.34,9.2,4
3350,5.3,0.43,0.11,1.1,0.029,6,51,0.99076,3.51,0.48,11.2,4
3351,5.4,0.22,0.35,6.5,0.029,26,87,0.99092,3.29,0.44,12.5,7
3352,6.2,0.345,0.27,10.1,0.056,38,187,0.99486,3.31,0.56,10.6,5
3353,5.6,0.255,0.57,10.7,0.056,66,171,0.99464,3.25,0.61,10.4,7
3354,5.2,0.2,0.27,3.2,0.047,16,93,0.99235,3.44,0.53,10.1,7
3355,6.2,0.29,0.23,12.4,0.048,33,201,0.99612,3.11,0.56,9.9,6
3356,6.3,0.26,0.25,5.2,0.046,11,133,0.99202,2.97,0.68,11,6
3357,6,0.22,0.23,5,0.045,10,122,0.99261,2.94,0.63,10,6
3358,7.5,0.35,0.37,2.5,0.066,29,89,0.98964,3.14,0.42,12.7,6
3359,6.6,0.39,0.28,9.2,0.036,10,92,0.99206,3.07,0.35,12.1,6
3360,6.3,0.23,0.33,6.9,0.052,23,118,0.9938,3.23,0.46,10.4,6
3361,6.3,0.22,0.3,2,0.05,23,120,0.99204,3.24,0.47,10.4,6
3362,6.4,0.29,0.18,15,0.04,21,116,0.99736,3.14,0.5,9.2,5
3363,6.4,0.29,0.18,15,0.04,21,116,0.99736,3.14,0.5,9.2,5
3364,7.5,0.23,0.3,1.2,0.03,27,80,0.99192,3.05,0.68,10.5,5
3365,6.4,0.29,0.18,15,0.04,21,116,0.99736,3.14,0.5,9.2,5
3366,6.5,0.26,0.24,10.8,0.042,47,130,0.996,3.08,0.4,10.1,6
3367,6.4,0.27,0.29,3.9,0.034,62,140,0.99237,3.1,0.59,11.1,6
3368,5.9,0.22,0.29,4.2,0.037,69,144,0.99214,3.13,0.74,10.8,7
3369,6.8,0.26,0.26,2,0.019,23.5,72,0.99041,3.16,0.47,11.8,6
3370,7.6,0.35,0.47,13.3,0.037,42,116,0.99822,3.04,0.5,9.2,5
3371,5.7,0.18,0.26,2.2,0.023,21,95,0.9893,3.07,0.54,12.3,6
3372,6.6,0.36,0.47,1.4,0.145,26,124,0.99274,3.09,0.56,10.1,6
3373,5.9,0.14,0.2,1.6,0.04,26,114,0.99105,3.25,0.45,11.4,6
3374,5.5,0.23,0.19,2.2,0.044,39,161,0.99209,3.19,0.43,10.4,6
3375,6.7,0.11,0.26,14.8,0.053,44,95,0.99676,3.2,0.35,9.8,6
3376,7,0.24,0.24,1.8,0.047,29,91,0.99251,3.3,0.43,9.9,6
3377,5.3,0.47,0.1,1.3,0.036,11,74,0.99082,3.48,0.54,11.2,4
3378,7.5,0.29,0.24,9.9,0.058,25,115,0.99567,3.15,0.46,10.9,5
3379,6,0.33,0.26,5.1,0.051,16,119,0.99416,3.15,0.41,9.2,5
3380,6,0.33,0.26,5.1,0.051,16,119,0.99416,3.15,0.41,9.2,5
3381,3.8,0.31,0.02,11.1,0.036,20,114,0.99248,3.75,0.44,12.4,6
3382,6.2,0.36,0.22,5.25,0.038,44,145,0.99184,3.22,0.4,11.2,6
3383,6,0.31,0.27,2.3,0.042,19,120,0.98952,3.32,0.41,12.7,7
3384,6.9,0.52,0.54,7.9,0.036,23,169,0.99267,3.26,0.47,12.2,6
3385,7,0.55,0.05,8,0.036,19,164,0.99269,3.26,0.46,12.2,6
3386,5.8,0.2,0.16,1.4,0.042,44,99,0.98912,3.23,0.37,12.2,6
3387,6,0.31,0.27,2.3,0.042,19,120,0.98952,3.32,0.41,12.7,7
3388,5.7,0.22,0.29,3.5,0.04,27,146,0.98999,3.17,0.36,12.1,6
3389,6.9,0.42,0.2,15.4,0.043,57,201,0.99848,3.08,0.54,9.4,5
3390,5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,6
3391,5.2,0.31,0.2,2.4,0.027,27,117,0.98886,3.56,0.45,13,7
3392,7.2,0.22,0.35,5.5,0.054,37,183,0.99474,3.08,0.5,10.3,5
3393,5.6,0.18,0.29,2.3,0.04,5,47,0.99126,3.07,0.45,10.1,4
3394,5.7,0.26,0.24,17.8,0.059,23,124,0.99773,3.3,0.5,10.1,5
3395,5.7,0.26,0.24,17.8,0.059,23,124,0.99773,3.3,0.5,10.1,5
3396,6,0.2,0.26,6.8,0.049,22,93,0.9928,3.15,0.42,11,6
3397,6,0.2,0.26,6.8,0.049,22,93,0.9928,3.15,0.42,11,6
3398,6,0.2,0.26,6.8,0.049,22,93,0.9928,3.15,0.42,11,6
3399,6,0.2,0.26,6.8,0.049,22,93,0.9928,3.15,0.42,11,6
3400,7.6,0.28,0.17,1.6,0.046,28,117,0.99288,3.08,0.43,10,5
3401,7,0.2,0.33,4.7,0.03,25,76,0.99202,2.88,0.54,10.5,6
3402,6.6,0.26,0.27,11.8,0.048,28,112,0.99606,2.87,0.49,9.7,6
3403,5.7,0.26,0.24,17.8,0.059,23,124,0.99773,3.3,0.5,10.1,5
3404,7.2,0.21,0.36,15.7,0.045,68,183,0.99922,3.25,0.76,9.4,5
3405,6.9,0.22,0.32,5.8,0.041,20,119,0.99296,3.17,0.55,11.2,6
3406,7.2,0.21,0.36,15.7,0.045,68,183,0.99922,3.25,0.76,9.4,5
3407,7.4,0.22,0.28,9,0.046,22,121,0.99468,3.1,0.55,10.8,5
3408,7.2,0.21,0.36,15.7,0.045,68,183,0.99922,3.25,0.76,9.4,5
3409,6.9,0.22,0.32,5.8,0.041,20,119,0.99296,3.17,0.55,11.2,6
3410,7,0.2,0.35,8.8,0.037,31,103,0.99388,3.13,0.49,11,6
3411,5.6,0.26,0,10.2,0.038,13,111,0.99315,3.44,0.46,12.4,6
3412,6.3,0.28,0.3,6.6,0.208,60,154,0.99478,3.1,0.4,9.4,6
3413,6.4,0.29,0.3,6.5,0.209,62,156,0.99478,3.1,0.4,9.4,5
3414,7.2,0.34,0.23,8.9,0.105,22,155,0.99692,3.01,0.58,9.5,5
3415,7.1,0.39,0.39,11.1,0.034,25,204,0.99616,3.05,0.52,10,6
3416,6.1,0.24,0.25,1.6,0.044,24,115,0.9921,3.39,0.59,10.9,6
3417,5.9,0.25,0.24,7.4,0.044,21,113,0.99462,3.38,0.58,10.5,6
3418,6.1,0.24,0.27,11.5,0.05,51,133,0.99476,3.22,0.37,10.8,6
3419,6.5,0.22,0.27,1.6,0.039,36,116,0.99178,3.38,0.57,11,7
3420,6.2,0.26,0.29,2,0.036,16,87,0.99081,3.33,0.61,11.8,6
3421,6.6,0.34,0.25,4.8,0.038,16,121,0.99198,3.36,0.71,12.6,6
3422,5.6,0.225,0.24,9.8,0.054,59,140,0.99545,3.17,0.39,10.2,6
3423,6.9,0.26,0.29,4.2,0.043,33,114,0.9902,3.16,0.31,12.5,6
3424,6.4,0.27,0.3,1.6,0.04,19,86,0.99089,3.32,0.65,11.5,6
3425,6.3,0.41,0.22,7.3,0.035,23,117,0.99172,3.2,0.39,11.94,7
3426,6.7,0.41,0.24,5.4,0.035,33,115,0.9901,3.12,0.44,12.8933333333333,7
3427,7.2,0.585,0.2,10.4,0.086,17,94,0.99681,3.13,0.4,9.4,5
3428,6.7,0.34,0.26,1.9,0.038,58,138,0.9893,3,0.47,12.2,7
3429,6.3,0.41,0.22,7.3,0.035,23,117,0.99172,3.2,0.39,11.94,7
3430,6.7,0.41,0.24,5.4,0.035,33,115,0.9901,3.12,0.44,12.8933333333333,7
3431,6.4,0.26,0.35,7.7,0.056,45,191,0.99527,3.16,0.5,9.5,5
3432,6.3,0.28,0.22,11.5,0.036,27,150,0.99445,3,0.33,10.6,6
3433,7.4,0.16,0.33,1.2,0.042,47,121,0.99198,3.04,0.68,10.5,7
3434,8.4,0.27,0.3,2.2,0.037,36,129,0.99085,2.89,0.3,11.4666666666667,6
3435,5.9,0.2,0.28,1,0.043,45,100,0.99033,3.4,0.41,11.4,6
3436,6.4,0.24,0.26,8.2,0.054,47,182,0.99538,3.12,0.5,9.5,5
3437,6.4,0.24,0.26,8.2,0.054,47,182,0.99538,3.12,0.5,9.5,5
3438,6.4,0.42,0.19,9.3,0.043,28,145,0.99433,3.23,0.53,10.98,5
3439,6.4,0.23,0.26,8.1,0.054,47,181,0.9954,3.12,0.49,9.4,5
3440,6.4,0.24,0.26,8.2,0.054,47,182,0.99538,3.12,0.5,9.5,5
3441,7.4,0.38,0.34,8.3,0.052,44,168,0.99627,3.11,0.52,9.2,5
3442,7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8
3443,7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8
3444,7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8
3445,7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8
3446,7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8
3447,7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8
3448,7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8
3449,6.8,0.24,0.29,2,0.044,15,96,0.99232,3.23,0.64,10.4,8
3450,7.4,0.27,0.52,15.7,0.054,36,139,0.99788,3.04,0.62,10.0333333333333,6
3451,5.7,0.28,0.35,1.2,0.052,39,141,0.99108,3.44,0.69,11.3,6
3452,5.8,0.22,0.25,1.5,0.024,21,109,0.99234,3.37,0.58,10.4,6
3453,6.7,0.27,0.69,1.2,0.176,36,106,0.99288,2.96,0.43,9.2,6
3454,7.1,0.2,0.35,3.2,0.034,21,107,0.99195,3.11,0.54,11.1,6
3455,6.7,0.27,0.69,1.2,0.176,36,106,0.99288,2.96,0.43,9.2,6
3456,7.6,0.31,0.52,13.2,0.042,61,148,0.99839,2.98,0.47,9.1,6
3457,7.2,0.34,0.28,10.4,0.108,43,187,0.99738,2.96,0.57,9.4,5
3458,7,0.36,0.25,5.7,0.015,14,73,0.98963,2.82,0.59,13.2,6
3459,6.4,0.31,0.28,2.5,0.039,34,137,0.98946,3.22,0.38,12.7,6
3460,7.3,0.28,0.35,1.6,0.054,31,148,0.99178,3.18,0.47,10.7,5
3461,7.4,0.16,0.3,1.4,0.064,34,166,0.99136,3.11,0.42,11.4333333333333,6
3462,6.4,0.31,0.28,2.5,0.039,34,137,0.98946,3.22,0.38,12.7,6
3463,6.2,0.29,0.29,5.6,0.046,35,178,0.99313,3.25,0.51,10.5333333333333,5
3464,5.9,0.28,0.34,3.6,0.04,50,194,0.9912,3.31,0.52,11.6,6
3465,7.2,0.34,0.2,5.8,0.062,52,203,0.99461,3.17,0.44,9.8,6
3466,6.5,0.2,0.33,1.5,0.039,36,110,0.99008,3.22,0.65,12,6
3467,6.2,0.24,0.27,2.9,0.039,30,123,0.98959,3.12,0.37,12.8,6
3468,7.1,0.31,0.25,11.2,0.048,32,136,0.99663,3.14,0.4,9.5,5
3469,5.9,0.29,0.28,3.2,0.035,16,117,0.98959,3.26,0.42,12.6,6
3470,6.5,0.3,0.28,11.45,0.041,29,109,0.99418,2.98,0.3,10.9,6
3471,6.4,0.29,0.21,9.65,0.041,36,119,0.99334,2.99,0.34,10.9333333333333,6
3472,6.5,0.22,0.19,4.5,0.096,16,115,0.9937,3.02,0.44,9.6,5
3473,7,0.23,0.28,2.7,0.053,16,92,0.99372,3.18,0.56,9.3,5
3474,7.1,0.23,0.23,3.5,0.038,23,112,0.99157,3.05,0.37,11.3666666666667,6
3475,6.1,0.26,0.28,1.7,0.043,24,98,0.98918,3.14,0.44,12.5,6
3476,6.4,0.35,0.21,2.1,0.051,46,171,0.9932,3.16,0.5,9.5,5
3477,6,0.32,0.32,4.8,0.041,40,186,0.99235,3.22,0.54,11,6
3478,6.1,0.34,0.21,5,0.042,17,133,0.99373,3.02,0.53,9.4,5
3479,6.5,0.13,0.27,2.6,0.035,32,76,0.9914,3.21,0.76,11.3333333333333,6
3480,6.5,0.315,0.2,6.6,0.041,9,126,0.99494,2.94,0.51,8.8,5
3481,6.1,0.34,0.21,5,0.042,17,133,0.99373,3.02,0.53,9.4,5
3482,6.4,0.3,0.27,5,0.058,27,151,0.99198,3.22,0.49,12.2,6
3483,7,0.24,0.26,1.7,0.041,31,110,0.99142,3.2,0.53,11,6
3484,6.5,0.13,0.27,2.6,0.035,32,76,0.9914,3.21,0.76,11.3333333333333,6
3485,6.4,0.26,0.21,8.2,0.05,51,182,0.99542,3.23,0.48,9.5,5
3486,7.1,0.21,0.33,1.2,0.039,34,97,0.99112,3.11,0.75,11.2,6
3487,6.3,0.28,0.22,9.5,0.04,30,111,0.99338,3.05,0.31,10.8,4
3488,6.2,0.25,0.44,15.8,0.057,39,167,0.99804,3.14,0.51,9.2,5
3489,7.3,0.22,0.37,15.5,0.048,70,203,0.99899,3.25,0.77,9.4,5
3490,6.2,0.25,0.44,15.8,0.057,39,167,0.99804,3.14,0.51,9.2,5
3491,6.4,0.18,0.28,17.05,0.047,53,139,0.99724,3.25,0.35,10.5,6
3492,6.3,0.2,0.26,12.7,0.046,60,143,0.99526,3.26,0.35,10.8,6
3493,6.6,0.24,0.22,12.3,0.051,35,146,0.99676,3.1,0.67,9.4,5
3494,7.4,0.27,0.26,11.8,0.053,55,173,0.99699,3.11,0.6,9.8,5
3495,7.4,0.27,0.26,11.8,0.053,55,173,0.99699,3.11,0.6,9.8,5
3496,7.4,0.27,0.26,11.8,0.053,55,173,0.99699,3.11,0.6,9.8,5
3497,6.6,0.24,0.22,12.3,0.051,35,146,0.99676,3.1,0.67,9.4,5
3498,7.4,0.27,0.26,11.8,0.053,55,173,0.99699,3.11,0.6,9.8,5
3499,7.1,0.38,0.29,13.6,0.041,30,137,0.99461,3.02,0.96,12.1,6
3500,6.8,0.43,0.26,5.2,0.043,40,176,0.99116,3.17,0.41,12.3,6
3501,5.2,0.22,0.46,6.2,0.066,41,187,0.99362,3.19,0.42,9.73333333333333,5
3502,5.9,0.29,0.16,7.9,0.044,48,197,0.99512,3.21,0.36,9.4,5
3503,5.9,0.29,0.16,7.9,0.044,48,197,0.99512,3.21,0.36,9.4,5
3504,6.3,0.29,0.29,3.3,0.037,32,140,0.9895,3.17,0.36,12.8,7
3505,6.3,0.19,0.32,2.8,0.046,18,80,0.99043,2.92,0.47,11.05,6
3506,5.7,0.29,0.16,7.9,0.044,48,197,0.99512,3.21,0.36,9.4,5
3507,6.3,0.29,0.29,3.3,0.037,32,140,0.9895,3.17,0.36,12.8,7
3508,5.7,0.24,0.47,6.3,0.069,35,182,0.99391,3.11,0.46,9.73333333333333,5
3509,5.8,0.3,0.38,4.9,0.039,22,86,0.98963,3.23,0.58,13.1,7
3510,7.1,0.27,0.27,10.4,0.041,26,114,0.99335,3.04,0.52,11.5,7
3511,5.8,0.3,0.38,4.9,0.039,22,86,0.98963,3.23,0.58,13.1,7
3512,7.1,0.27,0.27,10.4,0.041,26,114,0.99335,3.04,0.52,11.5,7
3513,6.3,0.305,0.22,16,0.061,26,141,0.99824,3.08,0.5,9.1,5
